rank,frequency,word,pos
1722,3326,ヤフー,名詞-固有名詞-一般
1723,3325,土,名詞-普通名詞-一般
1723,3325,働き,名詞-普通名詞-一般
1725,3322,に過ぎない,助動詞
1726,3321,中身,名詞-普通名詞-一般
1727,3320,練習,名詞-普通名詞-一般
1728,3315,囲む,動詞-一般
1728,3315,じっと,副詞
1730,3312,連中,名詞-普通名詞-一般
1731,3310,前年,名詞-普通名詞-一般
1732,3307,二階,名詞-数詞
1733,3302,危険,名詞-普通名詞-一般
1733,3302,普段,名詞-普通名詞-一般
1733,3302,要因,名詞-普通名詞-一般
1736,3301,勉強する,動詞-一般
1737,3300,属する,動詞-一般
1738,3299,ま,感動詞-フィラー
1739,3297,組む,動詞-一般
1740,3296,ざるを得ない,助動詞
1741,3295,生み出す,動詞-一般
1741,3295,ゲーム,名詞-普通名詞-一般
1743,3294,主に,副詞
1744,3293,にも関わらず,助詞-接続助詞
1744,3293,無視する,動詞-一般
1746,3292,本の,連体詞
1747,3290,む,助動詞
1748,3289,はっきりする,動詞-一般
1749,3288,込める,動詞-一般
1750,3287,健康,名詞-普通名詞-一般
1750,3287,生命,名詞-普通名詞-一般
1752,3286,以前,副詞
1753,3277,少女,名詞-普通名詞-一般
1754,3276,資金,名詞-普通名詞-一般
1755,3275,直す,動詞-一般
1756,3269,遥か,形状詞-一般
1757,3266,ニュース,名詞-普通名詞-一般
1757,3266,不可能,形状詞-一般
1759,3265,まさか,副詞
1760,3262,消費者,名詞-普通名詞-一般
1761,3256,先日,副詞
1761,3256,認識する,動詞-一般
1761,3256,ブログ,名詞-普通名詞-一般
1764,3250,加わる,動詞-一般
1764,3250,早速,副詞
1764,3250,単純,形状詞-一般
1767,3249,桜,名詞-普通名詞-一般
1767,3249,見掛ける,動詞-一般
1769,3247,負う,動詞-一般
1770,3246,詩,名詞-普通名詞-一般
1770,3246,たっぷり,副詞
1770,3246,大臣,名詞-普通名詞-一般
1773,3240,増す,動詞-一般
1774,3239,自転車,名詞-普通名詞-一般
1775,3238,三十一日,名詞-数詞
1775,3238,労働者,名詞-普通名詞-一般
1775,3238,分かり易い,形容詞-一般
1778,3235,一時間,名詞-数詞
1778,3235,ふと,副詞
1780,3234,断る,動詞-一般
1781,3232,命ずる,動詞-一般
1782,3231,三時,名詞-数詞
1782,3231,授業,名詞-普通名詞-一般
1784,3230,噂,名詞-普通名詞-一般
1785,3229,吸う,動詞-一般
1786,3226,自分自身,名詞-普通名詞-一般
1787,3223,撮影,名詞-普通名詞-一般
1787,3223,倒れる,動詞-一般
1789,3221,発する,動詞-一般
1790,3219,我が家,名詞-普通名詞-一般
1791,3216,飾る,動詞-一般
1791,3216,紙,名詞-普通名詞-一般
1793,3215,現象,名詞-普通名詞-一般
1794,3212,休む,動詞-一般
1795,3208,考慮する,動詞-一般
1795,3208,寂しい,形容詞-一般
1797,3205,塗る,動詞-一般
1798,3204,一気,名詞-普通名詞-一般
1799,3203,寄せる,動詞-一般
1800,3202,意識する,動詞-一般
1801,3195,完成する,動詞-一般
1802,3192,高校,名詞-普通名詞-一般
1803,3190,等,接尾辞-名詞的-一般
1804,3188,挨拶,名詞-普通名詞-一般
1805,3187,襲う,動詞-一般
1806,3185,自動車,名詞-普通名詞-一般
1807,3183,同じく,副詞
1808,3182,作成,名詞-普通名詞-一般
1809,3180,雲,名詞-普通名詞-一般
1809,3180,宜しい,形容詞-一般
1809,3180,をはじめ,助詞-格助詞
1812,3178,久し振り,名詞-普通名詞-一般
1813,3177,一種,名詞-普通名詞-一般
1814,3175,三十日,名詞-数詞
1814,3175,前項,名詞-普通名詞-一般
1816,3174,増やす,動詞-一般
1816,3174,我,代名詞
1818,3173,締める,動詞-一般
1818,3173,生じる,動詞-一般
1820,3172,安全,形状詞-一般
1821,3171,サイズ,名詞-普通名詞-一般
1822,3170,たった,副詞
1822,3170,取り引き,名詞-普通名詞-一般
1824,3169,植物,名詞-普通名詞-一般
1825,3167,心配,形状詞-一般
1826,3166,成る程,副詞
1827,3164,無理,名詞-普通名詞-一般
1828,3161,電車,名詞-普通名詞-一般
1829,3160,任せる,動詞-一般
1830,3159,靴,名詞-普通名詞-一般
1830,3159,単なる,連体詞
1832,3158,ページ,名詞-普通名詞-一般
1833,3157,国内,名詞-普通名詞-一般
1834,3151,性質,名詞-普通名詞-一般
1835,3149,恋,名詞-普通名詞-一般
1836,3144,覆う,動詞-一般
1837,3142,濃い,形容詞-一般
1837,3142,止む,動詞-一般
1839,3140,恐ろしい,形容詞-一般
1839,3140,熱,名詞-普通名詞-一般
1841,3133,悲しい,形容詞-一般
1842,3129,男の子,名詞-普通名詞-一般
1843,3126,入力する,動詞-一般
1844,3124,トイレ,名詞-普通名詞-一般
1845,3122,整える,動詞-一般
1846,3120,留まる,動詞-一般
1847,3119,概念,名詞-普通名詞-一般
1848,3115,強調する,動詞-一般
1849,3111,北海道,名詞-固有名詞-地名-一般
1850,3108,毎年,副詞
1851,3107,使用,名詞-普通名詞-一般
1852,3104,巨大,形状詞-一般
1853,3100,効果的,形状詞-一般
1854,3099,間違い,名詞-普通名詞-一般
1855,3097,四人,名詞-普通名詞-一般
1856,3096,複数,名詞-普通名詞-一般
1856,3096,昔,副詞
1858,3093,値,名詞-普通名詞-一般
1859,3091,第三,名詞-数詞
1859,3091,分かれる,動詞-一般
1861,3089,東京都,名詞-固有名詞-地名-一般
1861,3089,とく,助動詞
1863,3086,訪ねる,動詞-一般
1864,3085,入り口,名詞-普通名詞-一般
1864,3085,掻く,動詞-一般
1866,3084,大抵,副詞
1867,3082,実行する,動詞-一般
1868,3081,青い,形容詞-一般
1869,3079,おい,感動詞-一般
1869,3079,揃う,動詞-一般
1871,3078,充実,名詞-普通名詞-一般
1872,3076,地位,名詞-普通名詞-一般
1873,3075,西,名詞-普通名詞-一般
1874,3070,検査,名詞-普通名詞-一般
1875,3065,鳥,名詞-普通名詞-一般
1876,3062,皮,名詞-普通名詞-一般
1876,3062,二十五日,名詞-数詞
1878,3061,恐れる,動詞-一般
1879,3060,確保,名詞-普通名詞-一般
1880,3059,幅,名詞-普通名詞-一般
1881,3058,ストレス,名詞-普通名詞-一般
1881,3058,招く,動詞-一般
1883,3055,被害者,名詞-普通名詞-一般
1884,3048,カメラ,名詞-普通名詞-一般
1885,3046,予め,副詞
1886,3045,てはならない,助動詞
1887,3039,仮,名詞-普通名詞-一般
1888,3037,パリ,名詞-固有名詞-地名-一般
1889,3036,十一時,名詞-数詞
1890,3034,チャンス,名詞-普通名詞-一般
1891,3032,八日,名詞-数詞
1892,3031,財産,名詞-普通名詞-一般
1893,3030,発展する,動詞-一般
1894,3026,予算,名詞-普通名詞-一般
1895,3025,東,名詞-普通名詞-一般
1896,3023,線,名詞-普通名詞-一般
1896,3023,何人,名詞-普通名詞-一般
1898,3021,仕方無い,形容詞-一般
1899,3018,無し,名詞-普通名詞-一般
1900,3017,医者,名詞-普通名詞-一般
1901,3014,右手,名詞-普通名詞-一般
1902,3007,口調,名詞-普通名詞-一般
1902,3007,削除する,動詞-一般
1902,3007,収入,名詞-普通名詞-一般
1902,3007,巡る,動詞-一般
1906,3001,とすれば,助詞-接続助詞
1907,2996,二十,名詞-数詞
1908,2995,暑い,形容詞-一般
1909,2994,売れる,動詞-一般
1910,2992,そろそろ,副詞
1911,2984,途端,名詞-普通名詞-一般
1912,2982,約束,名詞-普通名詞-一般
1913,2977,開発する,動詞-一般
1914,2973,段々,副詞
1915,2972,別に,副詞
1916,2971,旦那,名詞-普通名詞-一般
1917,2970,伺う,動詞-一般
1918,2967,監督,名詞-普通名詞-一般
1918,2967,通り,名詞-普通名詞-一般
1920,2966,傷,名詞-普通名詞-一般
1921,2964,近所,名詞-普通名詞-一般
1921,2964,コーヒー,名詞-普通名詞-一般
1921,2964,字,名詞-普通名詞-一般
1924,2963,方針,名詞-普通名詞-一般
1925,2961,楽しめる,動詞-一般
1926,2960,実家,名詞-普通名詞-一般
1926,2960,馬鹿,形状詞-一般
1928,2956,骨,名詞-普通名詞-一般
1929,2952,一週間,名詞-数詞
1930,2951,癌,名詞-普通名詞-一般
1931,2949,展開,名詞-普通名詞-一般
1932,2948,大いに,副詞
1933,2944,言い方,名詞-普通名詞-一般
1933,2944,規模,名詞-普通名詞-一般
1935,2943,必死,形状詞-一般
1936,2939,じゃ,接続詞
1936,2939,光る,動詞-一般
1938,2935,皆様,名詞-普通名詞-一般
1939,2934,保存する,動詞-一般
1940,2932,番組,名詞-普通名詞-一般
1941,2930,十一日,名詞-数詞
1941,2930,食べ物,名詞-普通名詞-一般
1941,2930,要するに,接続詞
1944,2925,思想,名詞-普通名詞-一般
1945,2923,とはいえ,助詞-接続助詞
1946,2919,■■,名詞-固有名詞-人名-姓
1947,2918,義務,名詞-普通名詞-一般
1948,2916,疑う,動詞-一般
1949,2914,発言,名詞-普通名詞-一般
1950,2912,八時,名詞-数詞
1951,2911,主張,名詞-普通名詞-一般
1952,2909,メニュー,名詞-普通名詞-一般
1953,2904,関連する,動詞-一般
1953,2904,十六,名詞-数詞
1955,2903,犯す,動詞-一般
1956,2902,上昇する,動詞-一般
1956,2902,政策,名詞-普通名詞-一般
1956,2902,世,名詞-普通名詞-一般
1959,2901,十六日,名詞-数詞
1960,2894,四つ,名詞-数詞
1961,2892,五時,名詞-数詞
1961,2892,波,名詞-普通名詞-一般
1963,2891,最終的,形状詞-一般
1964,2890,促す,動詞-一般
1964,2890,机,名詞-普通名詞-一般
1966,2887,把握する,動詞-一般
1967,2886,否定する,動詞-一般
1968,2885,予想する,動詞-一般
1969,2878,闇,名詞-普通名詞-一般
1970,2877,響く,動詞-一般
1971,2876,塵,名詞-普通名詞-一般
1971,2876,表面,名詞-普通名詞-一般
1973,2875,あんな,連体詞
1973,2875,二回,名詞-数詞
1975,2873,ホームページ,名詞-普通名詞-一般
1976,2872,運命,名詞-普通名詞-一般
1977,2871,基礎,名詞-普通名詞-一般
1977,2871,秘密,名詞-普通名詞-一般
1977,2871,皆,名詞-普通名詞-一般
1980,2870,乃至,接続詞
1981,2869,計算,名詞-普通名詞-一般
1981,2869,ファン,名詞-普通名詞-一般
1983,2864,扉,名詞-普通名詞-一般
1984,2860,苦しい,形容詞-一般
1985,2858,資格,名詞-普通名詞-一般
1986,2855,玄関,名詞-普通名詞-一般
1987,2853,成長する,動詞-一般
1988,2851,ＰＣ,名詞-普通名詞-一般
1989,2849,履く,動詞-一般
1990,2848,上手,形状詞-一般
1990,2848,ビール,名詞-普通名詞-一般
1992,2846,喉,名詞-普通名詞-一般
1993,2844,経営,名詞-普通名詞-一般
1994,2842,空く,動詞-一般
1994,2842,上回る,動詞-一般
1996,2840,事例,名詞-普通名詞-一般
1997,2838,個人的,形状詞-一般
1997,2838,プログラム,名詞-普通名詞-一般
1999,2837,講ずる,動詞-一般
2000,2836,下る,動詞-一般
